author;date;title;url;views;game;game_type
Krissotep;2023-12-21 17:58:00;Stellaris, carnet des développeurs n°327 : Revue de 2023;https://www.mundusbellicus.fr/624926-stellaris-carnet-des-developpeurs-327-revue-de-2023;121;Stellaris;Grande Stratégie
Ancient Egypt Fan;2023-12-17 12:10:00;Celestial Empire - Carnet de Développement N°23;https://www.mundusbellicus.fr/624914-celestial-empire-carnet-de-développement-n23;63;Celestial Empire;Gestion
Mouchi;2023-12-17 11:27:00;Crusader Kings 3 : Une année en revue;https://www.mundusbellicus.fr/624916-crusader-kings-3-une-annee-en-revue;196;Crusader Kings 3;Grande Stratégie
Ancient Egypt Fan;2023-12-16 21:33:00;Dynasty of the Sands - Carnet de développement #5;https://www.mundusbellicus.fr/624912-dynasty-of-the-sands-carnet-de-developpement-5;31;Dynasty of the Sands;Gestion
Ancient Egypt Fan;2023-12-16 21:02:00;Builders of Egypt - Mise à jour majeure;https://www.mundusbellicus.fr/624910-builders-of-egypt-mise-à-jour-majeure;35;Builders of Egypt;Gestion
Krissotep;2023-12-14 19:07:00;Stellaris, carnet des développeurs n°326 : 3.10.4 « Pyxis » + Bêta technique des fêtes à venir;https://www.mundusbellicus.fr/624893-stellaris-carnet-des-developpeurs-326-3-10-4-pyxis-beta-technique-des-fetes-a-venir;71;Stellaris;Grande Stratégie
Foeurdr;2023-12-10 04:47:00;Against The Storm sort en 1.0;https://www.mundusbellicus.fr/624873-against-the-storm-sort-en-1-0;119;Against The Storm;
Krissotep;2023-12-07 20:13:00;Stellaris, carnet des développeurs n°325 : Sortie de 3.10.3 « Pyxis » et autres bêtas prévues;https://www.mundusbellicus.fr/624869-stellaris-carnet-des-developpeurs-325-sortie-de-3-10-3-pyxis-et-autres-betas-prevues;90;Stellaris;Grande Stratégie
Krissotep;2023-11-29 18:52:00;Stellaris, carnet des développeurs n°324 : Sortie de la version 3.10.2 de « Pyxis » et plans pour décembre;https://www.mundusbellicus.fr/624858-stellaris-carnet-des-developpeurs-324-sortie-de-la-version-3-10-2-de-pyxis-et-plans-pour-decembre;135;Stellaris;Grande Stratégie
Krissotep;2023-11-21 19:58:00;Stellaris, carnet des développeurs n°323 : 3.10.1 Bêta de « Pyxis » et prochaines étapes;https://www.mundusbellicus.fr/624838-stellaris-carnet-des-developpeurs-323-3-10-1-beta-de-pyxis-et-prochaines-etapes;213;Stellaris;Grande Stratégie
Limse;2023-11-13 09:03:00;Victoria 3 - Vingt ans de Victoria & les « Colosses du Sud »;https://www.mundusbellicus.fr/624806-victoria-3-vingt-ans-de-victoria-les-colosses-du-sud;526;Victoria 3;Grande Stratégie
Krissotep;2023-11-10 18:27:00;Stellaris, carnet des développeurs n°322 : Mise à Jour 3.10.0 “Pyxies”;https://www.mundusbellicus.fr/624789-stellaris-carnet-des-developpeurs-322-mise-a-jour-3-10-0-pyxies;335;Stellaris;Grande Stratégie
Krissotep;2023-11-09 20:56:00;Stellaris, carnet des développeurs n°321 : Origines et Civismes;https://www.mundusbellicus.fr/624781-stellaris-carnet-des-developpeurs-321-origines-et-civismes;286;Stellaris;Grande Stratégie
Foeurdr;2023-11-08 22:33:00;Total War Pharaoh : Test du jeu;https://www.mundusbellicus.fr/624775-total-war-pharaoh-test-du-jeu;292;Total War Pharaoh;Total War
Foeurdr;2023-11-05 23:31:00;Manor Lords : date de sortie annoncée;https://www.mundusbellicus.fr/624740-manor-lords-date-de-sortie-annoncée;235;Manor Lords;Gestion
Ancient Egypt Fan;2023-11-04 23:15:00;Dynasty of the Sands - Carnet de développement #4;https://www.mundusbellicus.fr/624730-dynasty-of-the-sands-carnet-de-developpement-4;63;Dynasty of the Sands;Gestion
Ancient Egypt Fan;2023-11-04 21:59:00;El Dorado: The Golden City Builder - Les dieux;https://www.mundusbellicus.fr/624726-el-dorado-the-golden-city-builder-les-dieux;49;El Dorado: The Golden City Builder;Gestion
Krissotep;2023-11-02 20:40:00;Stellaris, carnet des développeurs n°320 : Fils astraux et actions astrales;https://www.mundusbellicus.fr/624713-stellaris-carnet-des-developpeurs-320-fils-astraux-et-actions-astrales;218;Stellaris;Grande Stratégie
Mouchi;2023-11-01 12:00:00;Crusader Kings 3 : L'Art de Legacy of Persia;https://www.mundusbellicus.fr/624705-crusader-kings-3-l-art-de-legacy-of-persia;302;Crusader Kings 3;Grande Stratégie
Ancient Egypt Fan;2023-10-27 22:48:00;Nanzou: The Divine Court - Nouvelle direction, nouveau nom;https://www.mundusbellicus.fr/624679-nanzou-the-divine-court-nouvelle-direction-nouveau-nom;175;Nanzou;Gestion
Krissotep;2023-10-26 18:59:00;Stellaris, carnet des développeurs n°319 : Cicatrices astrales et failles;https://www.mundusbellicus.fr/624674-stellaris-carnet-des-developpeurs-319-cicatrices-astrales-et-failles;267;Stellaris;Grande Stratégie
Mouchi;2023-10-24 19:13:00;Crusader Kings 3 : Délices Persans;https://www.mundusbellicus.fr/624662-crusader-kings-3-delices-persans;323;Crusader Kings 3;Grande Stratégie
Krissotep;2023-10-19 18:37:00;Stellaris, carnet des développeurs n°318 : Annonce du DLC Astral Planes;https://www.mundusbellicus.fr/624628-stellaris-carnet-des-developpeurs-318-annonce-du-dlc-astral-planes;464;Stellaris;Grande Stratégie
Mouchi;2023-10-17 20:57:00;Crusader Kings 3 : Machinations d'un clan;https://www.mundusbellicus.fr/624620-crusader-kings-3-machinations-d-un-clan;438;Crusader Kings 3;Grande Stratégie
Krissotep;2023-10-12 19:20:00;Stellaris, carnet des développeurs n°317 : Ad astra per aspera;https://www.mundusbellicus.fr/624593-stellaris-carnet-des-developpeurs-317-ad-astra-per-aspera;280;Stellaris;Grande Stratégie
Mouchi;2023-10-11 21:03:00;Crusader Kings 3 : Notre vision de la Perse;https://www.mundusbellicus.fr/624590-crusader-kings-3-notre-vision-de-la-perse;687;Crusader Kings 3;Grande Stratégie
Foeurdr;2023-10-10 22:52:00;Old World : Pharaohs of the Nile;https://www.mundusbellicus.fr/624585-old-world-pharaohs-of-the-nile;136;Old World;Stratégie Tour par Tour
Krissotep;2023-10-05 19:06:00;Stellaris, carnet des développeurs n°316 : Renforcement des personnalités;https://www.mundusbellicus.fr/624568-stellaris-carnet-des-developpeurs-316-renforcement-des-personnalites;237;Stellaris;Grande Stratégie
Ancient Egypt Fan;2023-10-01 00:38:00;Nebuchadnezzar - Test de jeu;https://www.mundusbellicus.fr/624550-nebuchadnezzar-test-de-jeu;207;Nebuchadnezzar;Gestion
Ancient Egypt Fan;2023-09-29 23:36:00;El Dorado: The Golden City Builder - Le chemin de guerre - La nourriture - La cuisine;https://www.mundusbellicus.fr/624546-el-dorado-the-golden-city-builder-le-chemin-de-guerre-la-nourriture-la-cuisine;140;El Dorado: The Golden City Builder;Gestion
Ancient Egypt Fan;2023-09-28 20:40:00;Dynasty of the Sands - Carnet de développement #3;https://www.mundusbellicus.fr/624540-dynasty-of-the-sands-carnet-de-developpement-3;80;Dynasty of the Sands;Gestion
Krissotep;2023-09-28 19:29:00;Stellaris, carnet des développeurs n°315 : Le gant de velours;https://www.mundusbellicus.fr/624537-stellaris-carnet-des-developpeurs-315-le-gant-de-velours;144;Stellaris;Grande Stratégie
Krissotep;2023-09-21 19:00:00;Stellaris, carnet des développeurs n°314 : Pi dans les cieux;https://www.mundusbellicus.fr/624483-stellaris-carnet-des-developpeurs-314-pi-dans-les-cieux;171;Stellaris;Grande Stratégie
