author;date;title;url;views;game;game_type
Krissotep;2024-12-12 14:13:00;Stellaris, carnet des développeurs n°365 : Revue de 2024;https://www.mundusbellicus.fr/626120-stellaris-carnet-des-developpeurs-365-revue-de-2024;115;Stellaris;Grande Stratégie
Krissotep;2024-11-28 20:15:00;Stellaris, carnet des développeurs n°364 : Des sites invisibles;https://www.mundusbellicus.fr/626095-stellaris-carnet-des-développeurs-n°364-des-sites-invisibles;158;Stellaris;Grande Stratégie
Krissotep;2024-11-21 13:49:00;Stellaris, carnet des développeurs n°363 : Un tour d'exploration;https://www.mundusbellicus.fr/626084-stellaris-carnet-des-developpeurs-363-un-tour-d-exploration;90;Stellaris;Grande Stratégie
Krissotep;2024-11-14 13:35:00;Stellaris, carnet des développeurs n°362 : Surpuissance du Forum;https://www.mundusbellicus.fr/626063-stellaris-carnet-des-developpeurs-362-surpuissance-du-forum;144;Stellaris;Grande Stratégie
Ancient Egypt Fan;2024-11-13 23:53:00;Celestial Empire - Carnet de Développement N°27;https://www.mundusbellicus.fr/626062-celestial-empire-carnet-de-développement-n27;44;Celestial Empire;Gestion
Krissotep;2024-11-07 14:46:00;Stellaris, carnet des développeurs n°361 : Vision;https://www.mundusbellicus.fr/626046-stellaris-carnet-des-developpeurs-361-vision;102;Stellaris;Grande Stratégie
Krissotep;2024-10-31 15:01:00;Stellaris, carnet des développeurs n°360 : Les archives sont ouvertes;https://www.mundusbellicus.fr/626034-stellaris-carnet-des-developpeurs-360-les-archives-sont-ouvertes;132;Stellaris;Grande Stratégie
Krissotep;2024-10-24 16:58:00;"Stellaris, carnet des développeurs n°359 : Patchnote préliminaire de Stellaris 3.14.1 ""Circinus""";https://www.mundusbellicus.fr/626009-carnet-des-developpeurs-359-patchnote-preliminaire-de-stellaris-3-14-1-circinus;87;Stellaris;Grande Stratégie
Krissotep;2024-10-17 20:38:00;Stellaris, carnet des développeurs n°358 : Une nouvelle vie dans la galaxie;https://www.mundusbellicus.fr/625975-carnet-des-developpeurs-358-une-nouvelle-vie-dans-la-galaxie;213;Stellaris;Grande Stratégie
Krissotep;2024-10-10 17:28:00;Stellaris, carnet des développeurs n°357 :  Les soins et l’alimentation des Tiyanki;https://www.mundusbellicus.fr/625955-stellaris-carnet-des-developpeurs-357-les-soins-et-l-alimentation-des-tiyanki;233;Stellaris;Grande Stratégie
Krissotep;2024-10-03 19:34:00;Stellaris, carnet des développeurs n°356 : Construire une Grande Archive et Exposer vos collections;https://www.mundusbellicus.fr/625929-stellaris-carnet-des-developpeurs-356-construire-une-grande-archive-et-exposer-vos-collections;166;Stellaris;Grande Stratégie
Krissotep;2024-09-27 08:32:00;Stellaris, carnet des développeurs n°355 : Dans un vivarium : Annonce de Grand Archive;https://www.mundusbellicus.fr/625908-stellaris-carnet-des-developpeurs-355-dans-un-vivarium-annonce-de-grand-archive;169;Stellaris;Grande Stratégie
Krissotep;2024-09-19 14:16:00;"Stellaris, carnet des développeurs n°354 : Patchnote préliminaire de Stellaris 3.13.1 ""Vela""";https://www.mundusbellicus.fr/625878-stellaris-carnet-des-developpeurs-354-patchnote-preliminaire-de-stellaris-3-13-1-vela;101;Stellaris;Grande Stratégie
Ancient Egypt Fan;2024-09-13 01:16:00;Builders of Egypt - Carnet de Développement #54;https://www.mundusbellicus.fr/625855-builders-of-egypt-carnet-de-developpement-54;121;Builders of Egypt;Gestion
Ancient Egypt Fan;2024-09-13 00:35:00;Builders of Egypt - Carnet de Développement #53;https://www.mundusbellicus.fr/625853-builders-of-egypt-carnet-de-developpement-53;116;Builders of Egypt;Gestion
Krissotep;2024-09-12 14:10:00;Stellaris, carnet des développeurs n°353 : Après la sortie de Cosmic Storms;https://www.mundusbellicus.fr/625851-stellaris-carnet-des-developpeurs-353-apres-la-sortie-de-cosmic-storms;167;Stellaris;Grande Stratégie
Krissotep;2024-09-05 19:13:00;"Stellaris, carnet des développeurs n°352 : Stellaris 3.13 ""Vela"" : patchnote préliminaire";https://www.mundusbellicus.fr/625825-stellaris-carnet-des-developpeurs-352-stellaris-3-13-vela-patchnote-preliminaire;170;Stellaris;Grande Stratégie
Krissotep;2024-08-29 19:20:00;"Stellaris, carnet des développeurs n°351 : Origine ""chasseur de tempêtes"", civismes et précurseurs";https://www.mundusbellicus.fr/625804-stellaris-carnet-des-developpeurs-351-origine-chasseur-de-tempetes-civismes-et-precurseurs;159;Stellaris;Grande Stratégie
Krissotep;2024-08-22 13:44:00;Stellaris, carnet des développeurs n°350 : Les tempêtes et leurs conséquences;https://www.mundusbellicus.fr/625794-stellaris-carnet-des-developpeurs-350-les-tempetes-et-leurs-consequences;261;Stellaris;Grande Stratégie
Krissotep;2024-08-15 19:17:00;Stellaris, carnet des développeurs n°349 : Une tempête se prépare;https://www.mundusbellicus.fr/625784-stellaris-carnet-des-developpeurs-349-une-tempete-se-prepare;229;Stellaris;Grande Stratégie
Ancient Egypt Fan;2024-07-20 13:51:00;Celestial Empire - Carnet de Développement N°26;https://www.mundusbellicus.fr/625727-celestial-empire-carnet-de-developpement-n26;108;Celestial Empire;Gestion
Limse;2024-06-24 15:41:00;Victoria 3 - Carnet CXXII : Sortie de « Sphère d'Influence » et du patch 1.7 « Kahwah »;https://www.mundusbellicus.fr/625687-victoria-3-carnet-cxxii-sortie-de-sphere-d-influence-et-du-patch-1-7-kahwah;540;Victoria 3;Grande Stratégie
Limse;2024-06-24 14:56:00;Victoria 3 - Carnet CXIII : Catalyseurs diplomatiques;https://www.mundusbellicus.fr/625686-victoria-3-carnet-cxiii-catalyseurs-diplomatiques;217;Victoria 3;Grande Stratégie
Limse;2024-06-24 14:35:00;Victoria 3 - Carnet CXII : Les lobbies politiques;https://www.mundusbellicus.fr/625685-victoria-3-carnet-cxii-les-lobbies-politiques;271;Victoria 3;Grande Stratégie
Limse;2024-06-24 14:25:00;Victoria 3 - Carnet CXI : Amélioration des sujets;https://www.mundusbellicus.fr/625684-victoria-3-carnet-cxi-amelioration-des-sujets;347;Victoria 3;Grande Stratégie
Limse;2024-06-24 14:07:00;Victoria 3 - Carnet CX : Propriété des bâtiments et investissements étrangers;https://www.mundusbellicus.fr/625683-victoria-3-carnet-cx-propriété-des-bâtiments-et-investissements-étrangers;878;Victoria 3;Grande Stratégie
Limse;2024-06-24 13:50:00;Victoria 3 - Carnet CIX : Les blocs de puissance;https://www.mundusbellicus.fr/625682-victoria-3-carnet-cix-les-blocs-de-puissance;714;Victoria 3;Grande Stratégie
Krissotep;2024-06-20 20:25:00;Stellaris, carnet des développeurs n°348 : Conseils de jeu des développeurs et Free week-end;https://www.mundusbellicus.fr/625676-stellaris-carnet-des-developpeurs-348-conseils-de-jeu-des-developpeurs-et-free-week-end;211;Stellaris;Grande Stratégie
Krissotep;2024-06-13 18:37:00;Stellaris, carnet des développeurs n°347 : Patchnote préliminaire de la MàJ 3.12.5;https://www.mundusbellicus.fr/625656-stellaris-carnet-des-developpeurs-347-patchnote-preliminaire-de-la-maj-3-12-5;191;Stellaris;Grande Stratégie
Ancient Egypt Fan;2024-06-06 23:13:00;Builders of Greece - Feuille de route du contenu de l'accès anticipé;https://www.mundusbellicus.fr/625624-builders-of-greece-feuille-de-route-du-contenu-de-l-acces-anticipe;187;Builders of Greece;Gestion
Krissotep;2024-05-30 19:02:00;Stellaris, carnet des développeurs n°346 : Sortie de la 3.12.3 et aperçu de l'avenir;https://www.mundusbellicus.fr/625533-stellaris-carnet-des-developpeurs-346-sortie-de-la-3-12-3-et-aperçu-de-l-avenir;540;Stellaris;Grande Stratégie
Foeurdr;2024-05-27 23:35:00;Old World - Behind The Throne;https://www.mundusbellicus.fr/625523-old-world-behind-the-throne;296;Old World;Stratégie Tour par Tour
Krissotep;2024-05-23 19:18:00;Stellaris, carnet des développeurs n°345 : Améliorations en 3.12.3;https://www.mundusbellicus.fr/625509-stellaris-carnet-des-developpeurs-345-ameliorations-en-3-12-3;209;Stellaris;Grande Stratégie
Krissotep;2024-05-16 12:19:00;Stellaris, carnet des développeurs n°344 : L’art de The Machine Age (Partie II - Art Blast Edition);https://www.mundusbellicus.fr/625479-stellaris-carnet-des-développeurs-344-l-art-de-the-machine-age-partie-ii-art-blast-edition;174;Stellaris;Grande Stratégie
Foeurdr;2024-05-12 23:45:00;Sons of Valhalla;https://www.mundusbellicus.fr/625465-sons-of-valhalla;173;;
Krissotep;2024-05-02 17:11:00;Stellaris, carnet des développeurs n°343 : The Machine Age et patchnote 3.12.1 Andromeda;https://www.mundusbellicus.fr/625418-stellaris-carnet-des-developpeurs-343-the-machine-age-et-patchnote-3-12-1-andromeda;391;Stellaris;Grande Stratégie
Krissotep;2024-04-25 18:00:00;Stellaris, carnet des développeurs n°342 : Art de The Machine Age (Partie 1);https://www.mundusbellicus.fr/625387-stellaris-carnet-des-developpeurs-342-art-de-the-machine-age-partie-1;331;Stellaris;Grande Stratégie
Ancient Egypt Fan;2024-04-22 21:39:00;Builders of Egypt - Carnet de Développement #52;https://www.mundusbellicus.fr/625377-builders-of-egypt-carnet-de-developpement-52;126;Builders of Egypt;Gestion
Ancient Egypt Fan;2024-04-22 18:48:00;Sumerians - Nouveau DLC - Statues Assyriennes;https://www.mundusbellicus.fr/625373-sumerians-nouveau-dlc-statues-assyriennes;105;Sumerians;Gestion
Krissotep;2024-04-18 18:46:00;Stellaris, carnet des développeurs n°341 : Devenir la crise : la cosmogénèse;https://www.mundusbellicus.fr/625355-stellaris-carnet-des-developpeurs-341-devenir-la-crise-la-cosmogenese;877;Stellaris;Grande Stratégie
Ancient Egypt Fan;2024-04-13 15:14:00;Nova Roma - Le contrôle de l'eau;https://www.mundusbellicus.fr/625330-nova-roma-le-controle-de-l-eau;304;;
Ancient Egypt Fan;2024-04-12 21:04:00;Laysara: Summit Kingdom - Sortie en accès anticipé;https://www.mundusbellicus.fr/625326-laysara-summit-kingdom-sortie-en-acces-anticipe;198;Laysara;Gestion
Krissotep;2024-04-11 19:09:00;Stellaris, carnet des développeurs n°340 : Nouvelle crise, Date de Sortie et Saison 08 de Stellaris;https://www.mundusbellicus.fr/625322-stellaris-carnet-des-developpeurs-340-nouvelle-crise-date-de-sortie-et-saison-08-de-stellaris;490;Stellaris;Grande Stratégie
